CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Payment Risk Category,Tenure Group
7037-MTYVW,San Jose,1,0,1,1,38,1,1,85.4,3297.0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,Low Risk,Long term
4760-THGOT,San Jose,0,0,1,0,43,1,1,94.1,4107.3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,High Risk,Long term
4016-BJKTZ,San Jose,0,0,0,0,25,1,0,108.9,2809.05,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
6584-VQMYT,San Jose,1,0,0,1,27,1,0,56.2,1567.55,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,Medium Risk,Long term
9838-BFCQT,San Jose,1,0,1,1,72,1,0,26.1,1851.45,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
2790-XUYMV,Mount Hamilton,1,0,0,1,71,1,1,85.45,6028.95,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,Low Risk,Long term
0581-MDMPW,San Jose,0,0,0,0,24,1,1,88.95,2072.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,Low Risk,Medium
1023-BQXZE,Stockton,1,0,0,0,57,1,1,74.35,4317.35,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,Low Risk,Long term
9163-GHAYE,Stockton,0,0,0,0,15,1,0,48.85,736.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,Medium
3904-UKFRE,Stockton,1,0,0,0,4,1,1,80.1,336.15,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,New
5353-WILCI,Stockton,0,0,0,0,28,1,0,56.05,1522.65,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,High Risk,Long term
0058-EVZWM,Stockton,0,0,1,0,55,1,1,89.8,4959.6,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Low Risk,Long term
7009-PCARS,Stockton,1,0,0,1,55,1,0,19.1,1001.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
0519-DRGTI,Stockton,0,0,1,1,20,1,0,20.35,442.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
1017-FBQMM,Acampo,0,0,1,1,62,1,1,106.05,6703.5,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,Low Risk,Long term
1985-MBRYP,Arnold,0,0,0,0,43,1,1,19.65,779.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
9372-TXXPS,Burson,0,0,1,0,60,1,0,59.85,3483.45,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Low Risk,Long term
3259-QMXUN,Campo Seco,1,0,1,0,58,1,1,86.1,4890.5,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,High Risk,Long term
1015-JPFYW,Clements,1,0,0,1,7,1,0,19.45,136.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,New
6645-MXQJT,Copperopolis,1,0,1,1,2,1,0,97.1,184.15,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,High Risk,New
4360-QRAVE,Farmington,1,1,0,0,37,0,0,36.65,1315.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,High Risk,Long term
8433-WPJTV,French Camp,0,1,1,1,65,1,1,103.9,6767.1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,Low Risk,Long term
5804-JMYIO,Glencoe,0,0,1,1,39,1,0,19.75,757.95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
6484-LATFU,Linden,1,0,0,0,68,1,0,24.55,1657.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
7599-NTMDP,Lockeford,0,0,1,1,62,0,0,48.7,3008.55,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,Low Risk,Long term
0536-ACXIP,Lodi,0,0,1,0,72,1,1,109.55,8165.1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,High Risk,Long term
0936-NQLJU,Mokelumne Hill,0,0,1,0,41,1,0,20.65,875.55,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
1575-KRZZE,Murphys,0,0,0,0,4,1,0,55.2,220.65,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,High Risk,New
3251-YMVWZ,San Andreas,1,0,0,0,53,1,0,24.05,1301.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
4884-LEVMQ,Valley Springs,1,0,1,0,39,1,1,20.45,790.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
8857-CUPFQ,Wallace,1,0,1,0,63,1,0,19.25,1237.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
7610-TVOPG,West Point,1,0,0,0,15,1,1,26.35,378.6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,High Risk,Medium
3638-DIMPH,Wilseyville,0,0,1,0,13,1,0,43.8,592.65,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,High Risk,Medium
1845-ZLLIG,Woodbridge,1,0,0,0,1,1,1,50.15,50.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Medium Risk,New
8559-WNQZS,Atwater,1,0,0,0,1,1,0,20.45,20.45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,New
1699-UOTXU,Big Oak Flat,1,0,0,0,60,1,0,61.4,3638.25,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,High Risk,Long term
0635-WKOLD,Ceres,1,0,1,0,40,1,0,70.75,2921.75,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,Low Risk,Long term
5993-JSUWV,Columbia,0,0,0,0,66,1,1,61.15,4017.45,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Low Risk,Long term
4518-FZBSX,Coulterville,1,0,1,1,42,1,0,20.25,854.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,Long term
5387-ASZNZ,Cressey,0,1,0,0,66,1,1,63.85,4174.35,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,Low Risk,Long term
6988-CJEYV,Crows Landing,1,0,0,0,49,1,0,98.7,4920.55,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
3097-FQTVJ,Denair,0,0,0,0,41,1,0,20.0,810.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
5465-BUBFA,El Nido,0,0,1,1,41,1,0,19.3,772.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
7299-GNVPL,El Portal,0,0,1,1,23,1,0,84.4,1936.85,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,Medium Risk,Medium
9743-DQKQW,Escalon,1,0,0,0,3,0,0,25.1,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
1215-VFYVK,Groveland,0,0,0,0,4,0,0,48.25,202.25,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,Medium Risk,New
9371-BITHB,Gustine,0,0,1,1,52,1,0,19.85,1070.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
9093-FPDLG,Hilmar,0,0,0,0,11,1,1,94.2,999.9,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,High Risk,New
0541-FITGH,Hornitos,0,0,1,0,2,1,1,62.15,113.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Medium Risk,New
6985-HAYWX,Hughson,0,0,1,0,26,1,0,79.3,2015.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk,Long term
7508-KBIMB,Jamestown,1,0,1,1,24,1,1,56.25,1454.25,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Low Risk,Medium
6838-HVLXG,Keyes,0,0,0,0,12,1,0,20.3,246.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
2277-DJJDL,La Grange,1,1,1,0,60,1,1,99.0,6017.9,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,High Risk,Long term
1897-OKVMW,Lathrop,0,0,1,1,64,1,1,90.6,5817.45,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,Medium Risk,Long term
5485-ITNPC,Le Grand,1,0,1,0,66,1,1,85.9,5595.3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
0233-FTHAV,Livingston,0,0,0,0,60,1,1,79.2,4765.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,Low Risk,Long term
4644-PIZRT,Long Barn,1,0,1,1,17,1,1,70.35,1201.65,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,Low Risk,Medium
8922-NPKBJ,Manteca,1,0,1,1,42,1,0,19.35,867.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
2740-TVLFN,Manteca,1,0,0,0,1,1,1,50.15,50.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
7771-CFQRQ,Mariposa,0,0,1,1,47,1,0,63.8,3007.25,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Low Risk,Long term
9512-PHSMG,Merced,0,0,1,0,10,1,1,20.55,252.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
6963-EZQEE,Midpines,1,1,1,0,70,1,1,88.55,6306.5,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
2452-KDRRH,Mi Wuk Village,1,1,0,0,67,1,1,101.4,6841.05,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,Low Risk,Long term
4146-SVFUD,Modesto,1,0,0,0,1,1,0,44.6,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
1564-HJUVY,Modesto,1,0,0,0,4,1,1,63.75,226.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Low Risk,New
3617-XLSGQ,Modesto,0,0,1,1,66,1,0,109.25,7082.5,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,Low Risk,Long term
7517-LDMPS,Modesto,0,0,0,0,12,1,1,84.6,1017.35,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,High Risk,New
7244-KXYZN,Modesto,0,0,0,0,24,1,0,20.45,527.35,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Medium
5226-NOZFC,Modesto,1,0,0,0,26,1,1,85.75,2146.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,High Risk,Long term
1400-WIVLL,Oakdale,1,0,1,0,57,1,0,107.95,5969.85,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,High Risk,Long term
8148-NLEGT,Pinecrest,0,0,1,1,42,1,0,22.95,1014.25,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,High Risk,Long term
8347-GDTMP,Ripon,0,0,1,0,64,1,0,19.45,1225.65,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
6746-WAUWT,Salida,1,0,0,0,19,1,1,19.7,386.5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Medium
0428-IKYCP,Sonora,1,0,1,0,22,1,1,87.0,1850.65,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Low Risk,Medium
2187-PKZAY,Stevinson,1,0,0,0,12,1,1,79.95,1043.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk,New
4003-OCTMP,Tracy,0,0,1,0,31,1,1,64.0,1910.75,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,High Risk,Long term
6652-YFFJO,Tuolumne,0,0,0,0,11,1,1,64.9,716.1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,New
7225-IILWY,Turlock,1,0,1,1,68,1,0,25.75,1686.15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
5248-RPYWW,Turlock,0,1,1,1,72,1,1,90.15,6716.45,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
7923-IYJWY,Twain Harte,1,1,0,0,67,1,1,116.1,7839.85,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
3170-GWYKC,Vernalis,0,0,0,0,60,1,1,104.95,6236.75,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,Low Risk,Long term
9830-ECLEN,Winton,1,0,1,1,58,0,0,50.0,2919.85,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Medium Risk,Long term
2668-TZSPS,Santa Rosa,1,0,0,0,1,1,0,20.45,20.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
7446-SFAOA,Santa Rosa,0,0,1,0,37,1,1,19.85,717.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Low Risk,Long term
9522-ZSINC,Santa Rosa,1,0,0,0,13,1,1,19.95,253.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,High Risk,Medium
8234-GSZYK,Albion,1,0,0,0,43,1,0,26.45,1110.05,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
6505-OZNPG,Annapolis,0,0,0,0,6,0,1,63.4,348.8,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,Medium Risk,New
6164-HAQTX,Boonville,1,0,0,0,71,0,0,53.95,3888.65,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,Low Risk,Long term
7765-LWVVH,Caspar,0,0,1,1,72,1,1,95.1,6843.15,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,High Risk,Long term
1658-TJVOA,Cazadero,0,1,0,0,6,1,1,74.1,450.9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,New
0953-LGOVU,Clearlake,1,0,1,1,12,0,0,35.5,432.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Medium Risk,New
4692-NNQRU,Cloverdale,0,0,1,0,21,1,0,79.2,1742.45,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,High Risk,Medium
7742-MYPGI,Cobb,0,0,1,1,6,1,1,48.8,297.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium Risk,New
9619-GSATL,Dos Rios,0,0,0,0,43,1,0,55.45,2444.25,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,High Risk,Long term
5622-UEJFI,Duncans Mills,0,0,1,1,35,1,1,25.4,949.8,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
0674-DGMAQ,Elk,1,1,1,0,32,1,1,93.5,2970.8,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,High Risk,Long term
6203-HBZPA,Forestville,1,0,0,0,52,0,0,63.9,3334.95,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
0484-FFVBJ,Fort Bragg,1,0,0,0,32,1,1,64.85,2010.95,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Low Risk,Long term
0301-FIDRB,Fulton,0,0,1,1,72,0,1,63.8,4684.3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
4139-JPIAM,Geyserville,1,0,0,0,51,0,1,44.45,2181.55,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,Low Risk,Long term
2181-TIDSV,Glen Ellen,1,0,1,1,68,1,1,19.95,1303.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
2761-XECQW,Glenhaven,1,1,1,0,8,0,1,43.35,371.4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,Medium Risk,New
1936-CZAKF,Graton,1,0,1,0,49,0,0,49.65,2409.9,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,Low Risk,Long term
9453-PATOS,Gualala,0,0,1,0,72,1,0,85.1,6155.4,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,Medium Risk,Long term
4402-FTBXC,Hopland,1,0,0,0,54,1,0,89.8,4667.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Medium Risk,Long term
2931-XIQBR,Kelseyville,0,0,1,1,50,1,0,103.05,5153.5,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,Medium Risk,Long term
0106-UGRDO,Kenwood,0,0,1,0,69,1,1,116.0,8182.85,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
5542-TBBWB,Lakeport,1,0,0,0,1,1,1,69.9,69.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
1930-QPBVZ,Laytonville,1,0,1,1,68,1,0,95.1,6683.4,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,Low Risk,Long term
2606-PKWJB,Little River,1,0,0,1,40,0,0,40.25,1564.05,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,Medium Risk,Long term
5322-ZSMZY,Lower Lake,1,0,1,1,31,1,0,25.75,755.6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
8059-UDZFY,Lucerne,0,1,0,1,33,1,1,105.35,3465.05,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,Low Risk,Long term
7740-BTPUX,Manchester,1,1,1,0,55,1,1,113.6,6292.7,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
5220-AGAAX,Mendocino,1,0,1,1,68,1,1,24.0,1664.3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
0208-BPQEJ,Middletown,0,0,1,1,12,1,0,19.4,198.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk,New
9435-JMLSX,Monte Rio,1,0,1,0,71,1,1,86.1,6045.9,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,Low Risk,Long term
3352-ALMCK,Navarro,1,0,0,0,40,1,1,102.65,4108.15,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,Medium Risk,Long term
5312-IRCFR,Nice,0,0,1,1,64,1,1,92.85,5980.75,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,High Risk,Long term
5294-IMHHT,Occidental,1,0,1,0,53,1,0,97.75,5043.2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,Low Risk,Long term
6176-YJWAS,Potter Valley,1,0,1,0,72,1,1,97.95,7114.25,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,Low Risk,Long term
5310-NOOVA,Redwood Valley,1,0,0,0,46,1,0,19.95,907.05,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,High Risk,Long term
4526-EXKKN,Rio Nido,1,0,0,0,40,1,1,24.6,973.95,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
5311-IHLEI,Sebastopol,1,0,0,0,12,0,1,50.95,605.75,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Low Risk,New
3987-KQDDU,Sonoma,1,0,0,0,9,1,0,75.6,661.55,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,New
3404-JNXAX,Ukiah,0,0,1,1,51,1,1,80.75,4116.9,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,High Risk,Long term
5131-PONJI,Upper Lake,1,0,1,1,49,1,1,90.4,4494.65,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,Low Risk,Long term
3489-VSFRD,Willits,0,0,0,0,56,1,1,60.25,3282.75,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,Low Risk,Long term
3345-JHUEO,Windsor,1,0,0,0,4,1,1,20.2,55.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
5815-HGGHV,Witter Springs,1,0,1,0,20,1,1,64.15,1274.45,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,Medium Risk,Medium
5260-UMPWX,Yorkville,0,0,1,1,26,1,1,20.25,493.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,Long term
5649-RXQTV,Alderpoint,1,0,0,0,51,1,1,99.0,5038.15,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,High Risk,Long term
2674-MIAHT,Blocksburg,0,0,0,0,4,1,1,80.3,324.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,Medium Risk,New
2576-HXMPA,Mckinleyville,0,0,0,0,1,1,0,19.55,19.55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,New
7587-AOVVU,Arcata,1,0,1,1,27,1,0,100.75,2793.55,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,High Risk,Long term
6898-MDLZW,Blue Lake,1,0,0,0,12,1,1,53.75,648.65,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Medium Risk,New
4707-YNOQA,Burnt Ranch,0,0,1,1,34,1,1,25.6,917.15,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Long term
9357-UJRUN,Carlotta,1,0,1,0,24,1,1,58.35,1346.9,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,High Risk,Medium
8648-PFRMP,Ferndale,0,1,0,0,14,0,1,46.35,672.7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,Medium
7663-CUXZB,Fields Landing,1,0,1,0,59,1,0,113.75,6561.25,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
0258-NOKBL,Fortuna,1,0,0,0,3,1,0,90.4,268.45,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,High Risk,New
1163-VIPRI,Garberville,0,0,1,1,65,1,0,109.3,7337.55,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,High Risk,Long term
9348-ROUAI,Honeydew,0,0,1,1,59,1,0,90.3,5194.05,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
9443-JUBUO,Hoopa,1,0,1,1,72,0,1,65.25,4478.85,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
3043-TYBNO,Kneeland,1,0,0,0,3,1,0,60.65,196.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Medium Risk,New
4830-FAXFM,Korbel,1,0,0,1,19,1,1,24.1,439.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Low Risk,Medium
5906-BFOZT,Loleta,1,0,0,0,1,1,1,19.5,19.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
2960-NKRSO,Mad River,1,0,0,0,24,1,1,85.95,2107.15,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,High Risk,Medium
8996-ZROXE,Miranda,1,1,0,0,57,1,1,53.5,3035.8,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,High Risk,Long term
5598-IKHQQ,Myers Flat,0,0,0,0,72,1,0,25.45,1866.45,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
0397-ZXWQF,Orick,1,0,0,0,67,1,0,20.5,1430.95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Low Risk,Long term
5266-PFRQK,Orleans,1,0,1,1,52,1,1,20.85,1071.6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Low Risk,Long term
4674-HGNUA,Petrolia,1,0,1,1,71,1,0,89.9,6457.15,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
6765-MBQNU,Phillipsville,0,0,1,0,26,1,0,26.0,684.05,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,Long term
9786-IJYDL,Redway,0,0,0,0,35,1,1,113.2,3914.05,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,Medium Risk,Long term
1303-SRDOK,Rio Dell,0,0,1,1,55,1,1,69.05,3842.6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
3769-MHZNV,Salyer,0,0,1,1,33,1,0,20.1,670.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,Long term
6295-OSINB,Samoa,1,0,1,0,72,1,1,109.65,7880.25,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,High Risk,Long term
3308-MHOOC,Scotia,1,0,0,1,1,1,1,19.2,19.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
2207-QPJED,Somes Bar,0,1,1,0,37,1,0,90.0,3371.75,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,High Risk,Long term
4177-JPDFU,Redcrest,1,0,0,0,12,0,0,34.0,442.45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Medium Risk,New
2239-CFOUJ,Trinidad,1,0,1,1,1,1,0,20.4,20.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,New
8046-DNVTL,Weott,1,0,1,0,62,0,1,38.6,2345.55,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Low Risk,Long term
2209-XADXF,Willow Creek,0,0,0,0,1,0,0,25.25,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,New
6620-JDYNW,Leggett,0,0,0,0,18,1,1,60.6,1156.35,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,Medium Risk,Medium
4770-UEZOX,Whitethorn,1,0,0,0,2,1,1,74.75,144.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,New
1038-RQOST,Zenia,1,0,1,1,19,1,0,20.6,414.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
4568-TTZRT,Auburn,1,0,0,0,9,1,0,20.4,181.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
9513-DXHDA,Auburn,1,0,0,0,27,1,0,81.7,2212.55,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,High Risk,Long term
0516-QREYC,Capay,0,1,0,0,24,1,1,20.3,459.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
8084-OIVBS,Clarksburg,0,0,0,0,11,1,0,20.0,211.95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Medium Risk,New
8896-BQTTI,Cool,1,0,0,0,1,1,1,25.0,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
3865-QBWSJ,Courtland,1,1,0,1,38,1,1,80.45,3162.65,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,Medium Risk,Long term
3352-RICWQ,Davis,0,0,1,1,9,1,0,19.75,210.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Medium Risk,New
2160-GPFXD,Davis,1,0,1,1,54,1,1,65.65,3566.7,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,Low Risk,Long term
2065-MMKGR,Diamond Springs,0,0,0,0,29,1,1,71.0,2080.1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,Low Risk,Long term
5857-TYBCJ,Dixon,1,1,1,0,44,1,1,89.2,4040.2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,High Risk,Long term
1498-NHTLT,Citrus Heights,1,0,1,1,59,1,1,86.75,5186.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,High Risk,Long term
1402-PTHGN,Elk Grove,0,0,1,1,18,1,1,61.5,1087.45,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,Medium Risk,Medium
4176-RELJR,Elmira,1,1,0,0,67,1,0,25.1,1672.15,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Low Risk,Long term
